,comment_text,TOXIC
1514,"The Pizzeria in quesrtion 

What was the name of the father's pizzeria that one of the suspects worked at? I heard some unsubstantiated reports that it was Pasquale's.  Can anyone confirm or deny this?
JH032774",0
1515,"""

It doesn't matter if they call them """"English"""" in the scources you provided, the British are commonly called """"English"""" but the term is incorrect because after 1707 it was the Kingdom of Great Britain. If this were a WWI article and you replaced German with Prussian that would be about the same thing you are doing now. Not all scources are correct and it is unencyclopedic to call the British """"English"""" as there are also Scots, Welsh, Cornish, and Irish people in Great Britian and calling them all """"English"""" is not correct and """"English"""" needs to be changed to British. If hope a British user backs me up on this because what I am saying is 100% right and the vandalism warning I gave you is justified so please do not call it a personal attack as it is not. If I called you an insulting name or gave you a useless warning then it would be a """"Personal attack"""", but since it is not I would appreciate you would stop vandalising the page by replacing the correct term of British with the incorrect term """"English"""". User:Daniel Chiswick 13:00, 7 May 2007""",0
1516,"""

 A barnstar for you! 

  The Writer's Barnstar For making Uyarndha Manithan a GA in such a short time!   """,0
1517,"""

 Public economics 

Yes, I think that's probably right: because the courses I know are called that: alternatively you could have """"economics of the public sector"""" like some books. Either way, page just needs more writing! Best,  """,0
1518,"The forum postings in question are all actually direct copies of articles that appeared in the Edmonton Journal (there's a person that posts on those forums basically by just copying and pasting material from the Journal's site).  If you'd prefer, I could change the references to the Journal articles themselves, although that would lead to the disadvantage that people couldn't actually check the references themselves unless they happen to have a copy of the Journal in question laying around.",0
1519,"""
UN, EU, NATO etc respect the negotiation process, agreements and the provisional reference the Republic of Macedonia as a sign of good will towards Greece has accepted. UN, EU, NATO don't really give a damn how the """"greeks"""" feel about some states and regions names.   """,0
1520,Please review the unblock for JungleEdgeStill agian Thanks Much,0
1521,Poor editing? The edit looks fine!!! WTF is the matter with you?!,1
1522,That's not my definition.  Please read up on history premillennialism.,0
1523,"Ripieno concerto a cinque: two violas scoring? 

One should check what proportion of cases of that supposed 17th c. two violas scoring is not actually scoring for an alto viola and a tenor viola? One should maybe start by looking at a few scores and if one gets the impression that it is indeed the case then one should look for a reputable source for this statement, because we're not supposed to do original research.",0
1524,THAT WAS A GOOD EDIT THE POLAR BEAR IS GAY!!,1
1525,"Thanks for the new R160 F train image 

Hey thanks for the new R160 image at Avenue P on the F train article. It is certainly ten times better looking than the old, darker looking one at Herald Square. Now, if only we can find a visibly clearer, neater and better looking R46 R train image.",0
1526,"Fund-raising appeal 

How much money are you hoping to raise? How much do you have so far? 96.48.13.234",0
1527,""")
Trancenet is not being cited as a source. It is simply the place where one can find online both a copy and the text of The Holy Tradition, which is unquestionably a reliable source when it comes to what the puja ceremony consists of.  The Malnak case does indeed have """"Holy Tradition"""" in its court documents, and according to multiple witnesses for the Defendants (ie, the TM Org) it was written by MMY. The District Court held: This translation was attached to the Prendeville Deposition and was marked as defendants' exhibit AA. This translation is based upon the Sanskrit chant and the translation thereof appearing in a book called """"The Holy Tradition,"""" which was written by Maharishi Mahesh Yogi. See Jarvis Deposition at 764. 986-88  14:43, 9 September 2009 (UTC""",0
1528,"see myedit 

not vandalism anymore",0
1529,"It was not been written as a commercial work, so is not copyrighted, and in the Public domain.",0
1530,Its an interesting one in that the great hero von mueller actually created a weed issue in the name of leaving tracks! Suro,0
1531,"Schedule
Practice started May 1
Time trials May 11, 12, 18, 19
Race day May 30

http://news.google.com/newspapers?id=-20hAAAAIBAJ&sjid;=ZIcFAAAAIBAJ&pg;=5399,2528876&dq;=indianapolis+500&hl;=en",0
1532,"}} T/C 

If this is a shared IP address, and you didn't make the edit, consider creating an account for yourself so you can avoid further irrelevant notices.",0
1533,"""
Okay, there are now only about 20 links to NIM's original userpage/talkpage .  Basically various user talkpages and a few """"administrative"""" pages.  You should make the call on those, Franamax.  Otherwise: all cleaned up! ) WikiDao   """,0
1534,someone needs to check the source on the nobel peace thing -smbgood,0
1535,"Demonte Morton 

U bastard stop deletin' my shit u white trash cracker muthafucker. Fuck u u racist bitch. I hope u die.",1
1536,"References

This page really needs some references. Does anyone have a few books on folklore that they could use to reference some of these facts/claims?",0
1537,"No one is saying that the raids never happened because no legitimate sources exist – they are not included in the article because no legitimate sources can explain what the raiders claim are happened (that is, the racist mods, that other stuff). The article currently says that the hotel is often the victim to internet trolls. The fox article might be biased, but the current statement in the article isn't.",0
1538,"(UTC)

Tennessee had not reapportioned since 1901, rural districts over-represented, urban districts under-represented

http://books.google.com/books?id=_MGEIIwT5pUC&pg;=PA551&lpg;=PA551&dq;=%22Baker+v.+Carr%22&source;=bl&ots;=4W4KMrd94i&sig;=Qm3RIPIjk4tce84yn0AE5Af2P2Q&hl;=en&sa;=X&ei;=7csrULysCMK5ywGetYHIAQ&ved;=0CDYQ6AEwADgK#v=onepage&q;=%22Baker%20v.%20Carr%22&f;=false

Baker v. Carr - 369 U.S. 186 (1962)
Held:

“  .  .  .  We hold that the dismissal was error, and remand the cause to the District Court for trial and further proceedings consistent with this opinion.  .  .  ”

I think some of our article is overly technical.  Or, overly technical to the exclusion of the straightforward, for we want to include both.    16:34, 15 August 2012",0
1539,Bla bla bla....suck it Irishguy =),1
1540,"2015 (UTC)
What is that in the bottom left corner? That doesn't look like a recognizable landmark. Also, why a white border, not black?   01:06, 4 August",0
1541,"Elvek, on October 3, 2010
Thanks very much JRSpring on your suggestions, I added the material and made corrections accordingly.",0
1542,Try the official website then - shit head!,1
1543,"hi 

hi there... this may sound a bit stupid question but dont get it wrong. are you Jew? if so how are you really thinking there is any resemplence between holocoust and Armeian deportations?",1
1544,"Muscle==

Do all mammals have the same form of striated muscle fibre?   I expect",0
1545,"""
Congratulations. ) And sorry about your RfB. | Maybe next time? –  (talk) """,0
1546,Oh boy I can still edit this page!,0
1547,"So, why did you not respond? |Talk 06:42, 12 Jun, 2007 (UTC)",0
1548,"I'm just someone trying to explain to you what the policies of this website are. As I said on your talk page, WP is not censored: see WP:NOTCENSORED.  —JIM",0
1549,"Query on your deletion 

Hello you deleted my article Slurpee Capital of the World claiming I was advertising, could you please explain how I was advertising?",0
1550,"Ahh, I am glad to say that I have worked out the problem, and have now added three images (,  & ) to commons, and their articles on wikipedia. Thanks again for the assistance Nick.",0
1551,"""
And e-mail . Relish the e/c, my friend. — (T•C) """,0
1552,"This was the best bit folks - I'm the victim of harassment and somehow I get a block? Thanks for doing your best to alienate someone who was just trying to improve a handful of articles, and now thinks wikipedia has fallen off the cliff on it's way to being barely a footnote to history. I think I'll ask for my donation back now as well.",0
1553,"As a rule I try to limit giving unsolicited advice to once a year. However, I do have one more piece  for you. Ping me on my talk page if you'd care to hear it. Enjoy, and Happy New Year.",0
1554,"""every other press agency said the crowd was chanting """"you're a tory too"""" only the daily mail which by the way is a tory paper reported that the croud chanted """"fucking tory jew"""" he is a dispicable scab but that is because of his politics not his liniage  

""",1
1555,"{{unblock|i said im sorry......how do u expect me to stop making accounts if u dont unblock me.....if u unblock me,ill stop making acounts...simple...........ur the ones who are making something bad to worse.....stop making a big deal...im not doing anything bad or violating anything now,so i dont get it,why am i still blocked....just get over it already.......i mean well.....im not here do violate anything.......im just trying to help.......and can someone tell alexandria to unblockme already......this block is so fucking overrated.....cant u just forgive and forget.....move on people....there are other things to worry about than a stupid block...so unblock me and MOVE ON........again,i come in peace......and i have a right to contribute to wikipedia.....what happend in the past happend....the past is in the past.....now were the present......lets open a new page and start a new chapter.....star fresh..ok..deal..??.......i promise i wont violate anything.....all im asking is another chance......one last chance.....",1
1556,"""

 Happy Valentine's day, dear Aaron! 

Happy Valentine's Day, my dear Aaron! 
""",0
1557,""" 2005 (UTC)

The NPOV tag has been restored because of recent importation of questionable pro-corporal punishment material, such as the statistics and """"pro and con"""" section (which is really a barely disguised """"pro"""" section).  12:17, 3 October""",0
1558,"Esports categories 

Can I ask why you moved Category:Electronic sports games to Category:Esports games.  The general conventions listed on WP:CATNAME say to avoid abbreviations and that topic categories names should correspond to their articles, in this case Electronic sports.",0
1559,"I'm the one that went to get help from the admin incident board because he was edit warring with me. Why would I call the police if I'm the one that committed the crime? You truly are ridiculous. Basically that guy stole my wallet, I punched him, and you're arresting me for assault. Horrible power hungry ego boosters have taken over wikipedia it seems.",1
1560,"Hello again, Settinghawk. I've removed this image again. Please do not use fair-use images on your user pages, as doing so is a violation of point 9 of the Wikipedia fair-use policy. Let me know if you have any questions. —",0
1561,"""==:Bluffview Montessori School==
A tag has been placed on Bluffview Montessori School, requesting that it be speedily deleted from Wikipedia. This has been done under the criteria for speedy deletion, because the article seems to be blatant advertising which only promotes a company, product, group or service and which would need to be fundamentally rewritten in order to become an encyclopedia article. Please read the general criteria for speedy deletion, particularly item 11, as well as the guidelines on spam. 

If you can indicate why the subject of this article is not blatant advertising, you may contest the tagging. To do this, please add  on the top of the page and leave a note on the article's talk page explaining your position. Please do not remove the speedy deletion tag yourself, but don't hesitate to add information to the article that would help make it encyclopedic, as well as adding any citations from reliable sources to ensure that the article will be verifiable. Feel free to leave a note on my talk page if you have any questions about this. talk¢Review! """,0
1562,"Dueling unit costs

I've removed the dueling unit cost figures until a consensus can be reached on which figures to use, if not both, and what type of costs these are. Assuming the sources are accurate, both figues being added could likely be legitimate and correct - it depends upon how the costs are being calculated. Types of costs include flyaway cost, procurement cost, and program acquisition cost. Please see",0
1563,"Response - Tephrachronology is a precise and well established procedure. The Laarcher See Volcano is dated to within 40 years, 200 years before the Younger Dryas, and for you to imply that anyone in the geological community subscribes to your personal hypothesis that the Laarcher See volcanic eruption was related in any way to the Younger Dryas Chronozone - is simply false. I have no more plans to attempt to either educate you or edit your ramblings here.",0
1564,"TFLS 

Hi Rambling Man,

I noticed that you recently removed about half of the TFL suggestions. I have been working on addressing the concerns that have been raised about these TFL suggestions, but I was on a wikibreak for several weeks and I have subsequently gotten bogged down in adding alts to all 271 of the images on the List of London Underground stations. Once I have addressed the concerns that were raised about a particular list that was removed from the suggestion page, would it be acceptable for me to re-add the blurb to that page?",0
1565,"""
LMAO, that's basically saying """"wahhh he called me dumb me gunna block him""""   
Nice use of those admin powers, now stay off my talk page.""",1
1566,"Re your AE topic ban appeal

Sorry, but it strains credulity (mine, anyway) to believe that you didn't realize that the Adam Mickiewicz article was the subject of a dispute among Lithuanian and Polish editors with whom you are well-acquainted until the moment before you were going to hit save, as you state here . (Recent article/talk page history: , ). You haven't edited the article since 2007  and you must have  thousands of  other articles that need improvement on your watchlist.  

You could have posted an article edit request to the PL noticeboard  re this, as you have for many articles during the past few months.

In my view the A.M. part of your appeal demonstrates.. what to call it... a lack of forthcoming-ness. The remainder of the appeal, in which you speak of WP's losses from your lack of participation, that's a different story that others can think over. 

If you remove the A.M. section I shan't contest your appeal, since lifting your topic ban now or in March doesn't make much difference in the long run. But I am concerned about that part - possibly the readers will take your assertion at face value without checking the article/talk page histories. You could either remove that section (since it hasn't been commented on there yet) or strike it. If you choose not to do either, I may bring it up at the AE appeal. 

I'd prefer that we keep the conversation here, but if you'd rather have it on my talk page, that's OK by me - if so I'll post talkbacks.",0
1567,Stick it right up ur bottom Jock!,0
1568,fuck you and your small penis,1
1569,"31, 19 July 2006 (UTC)",0
1570,"RE: Moving Dragon Slayer to Dragon Slayer series 
Fuck Your Mother! You is Son of a Bitch!",1
1571,targeting any dissent. No doubt 86.149.148.121 is hesitant to sign up since we all know that happens to people,0
1572,"This message is regarding the page Bobby Charlton. Thanks for experimenting with Wikipedia.  Your test worked, and has been removed. Please use the sandbox for any other tests you want to do. Take a look at the welcome page if you would like to learn more about contributing.  Thanks.  (spit)",0
1573,"""

 Muhammad view of Slavery 

The article is very un-balanced and biased, I found out after User submitted a complaint, in the talk page. Manumission was never discouraged and the opposite was true after I checked it, it is encouraged. Someone is twisting Muhammad's hadith on giving gifts to discouraging manumission. The hadith I compiled and found are from the chapter called """"Manumission of Slave"""", while the alleged hadith on manumission discouraged is from a chapter called """"Gifts"""" especially the 16th section titled """"A woman giving gifts to someone other than husband""""   """,0
1574,"""

The GWP of methane is reported as 21, 22 and 23 on various pages - """"Methane"""" and """"global warming potential"""" - is this an inaccuracy or is there some doubt over what the figure actually is? Or is it a variable depending on other factors? Bug

""",0
1575,now there are no lies here......;),0
1576,"deleted response to comments on wikipedia talk:Wikiproject Ships 

Please be aware that deleting comments made by other users is frowned upon on wikipedia. 

In this particular case, the discussion was started by user Brad, who made a personal comment about me. Now, I dont mind this, I was more curious than offended, but the comment clearly ridicules the debate which I started on Wikipedia talk:Naming conventions (ships)‎. You claimed that my post which you deleted was a 'POV inserted into a neutral notice'. It may have been a POV, about the desireability of starting any major change sooner rather than later, but this was in response to another comment suggesting that the proposed change would produce lots of work, and thus the implicit POV that it was undesireable. It was no more than a response in kind to the previous posting.  If you are going to start censoring postings, then I would suggest you do so impartially.  You did not censor the response in a way which restored the original section to a short notice, but merely removed one comment. Rather than restoring impartiality, this might be seen as biasing the tone of the debate.

Far better that you do not delete anyones comments. I would suggest reading Wikipedia:No personal attacks. I'm not sure what deleting others posts comes under, try Wikipedia:Etiquette.",0
1577,"Cyberwar
Much to much spotlight on petty internet vandals. Also removed the censorship part from the headline, since the article said precious little about censorship in Georgia and nothing about censorship in Russia.",0
1578,"Request 

Hi, could you please delete my user and talk pages? I've already asked",0
1579,"It is too long in places, goes into trivia, yet fails entirely to mention to principal point of the last episode and its final phrase.  Much can be taken out but the structure and an explication of the principal themes can still be preserved.",0
1580,"Article categorization 
This article was initially categorized based on scheme outlined at WP:DERM:CAT.",0
1581,modifying the contents section in a way allready described (why,0
1582,"""

 Chemise cote d'azur? 

Can someone enlighten us: what is a """"chemise cote d'azur""""?  Lambiam """,0
1583,"She told the story herself on Channel 5 talk show. It was reported by Sky News, Loose Women, This Morning, BBC Northern Ireland, Radio Humberside, The Staffordshire Post. What else is needed? This is a major newsstory. Clinton was married when he made those comments!",0
1584,I Don't Wanna Grow Up,0
1585,"""

Brandon Soo Hoo did attend my middle school, I am serious. You may go on Google to double check, but you can ask him in real life. I live in Temple City, and he is my friend. If you dont believe me, he only adds close friends on Facebook and I am one of them. You can't assume that I am lying until you have checked whether I lied or not. Just because I've put many pages that are said to be """"inappropriate"""" doesn't mean that when I post real facts, I can get banned. I just wanted the page to have my school on it because he really went there, so did his sister brittney soo hoo . I don't know what your problem is, but if I'm telling the truth, deal with it, the right way.""",0
1586,"Original picture: as I couldn't think of a reason for any of the picture, I vote for one WP:ILIKE more for aesthetic reasons.",0
1587,"""

There are simply too many pedophiles who are talented at circumventing Wikipedia's """"good faith"""" processes to edit these articles with any sort of information. At the end of the day, it's anti-pedophiles getting into reversion wars with pedophiles, hardly constructive. Linking BoyChat because """"it's an authority on BoyChat"""" is a wonderful concept! If that were really the spirit in which Wikipedia created content, every article would simply be people... talking about themselves. The worst part about editing here is having to kill enough braincells to pretend that an editor like this is anything other than what he is.  

There are not enough legitimate Wikipedia editors to turn the tide when it comes to these articles. Good luck to those who continue to attempt it, I shall go back to lobbing grenades from the outside )  """,0
1588,"AND ON TOP OF THAT  eh, you're not worth it.",1
1589,"I have proposed some of the latest pic's for IT Infrastructure and Economy in Kolkata Talk page. 

Dear Wikipedian,

As suggest by you I'm proposing some of the latest pic's of major business centers of Kolkata i.e Technopolis, Wipro, DLF (IBM), Unitech Infospace, Hidco Bhawan and many more to come. Please have a look to these pic's in Kolkata Talk page.

I'm sure some the pic's should be added on to Kolkata wiki page.

All thought I'm thinkin of to start a new page in wiki for IT Infrastructure and Major Business centers running in #Saltlake City, Kolkata. I hope you and other senior wikipedians from Kolkata forum going to support me. 

Thanks..",0
1590,""" July 2006 (UTC)

The LT block was still designed in inches, it has the same 4.0/3.48 combo that all prior 350's had.  That said, anyone calling the LS1 a """"350"""" either works for a parts store or doesn't check their facts...most people refer to it as the 346 that it is, if they call it in cubes.  The LS7 is at least still technically a 427, even if it isa  427.9 cubic inch engine.  Ford can keep the 428 number ;)  16:18, 5""",0
1591,"""

 
  has hugged you! Hugs promote WikiLove and hopefully this one has made your day better (and hopefully wasn't meant as an invasion of personal space). Spread the WikiLove by hugging at someone else, whether it be someone you have had disagreements with in the past or a good friend. Happy editing!   Hug others by adding  to their talk page with a friendly message.
  """,0
1592,"""

 What the hell do u mean 

cough* *cough* excuse me, who the hell are you accusing of """"disruptive editing"""".  I was the individual who actually wrote the bulk of the article on Rajbeer Singh.  You gave YOU the right to come and simply delete my all my writing???  If you wish to contribute links, go ahead.  But who the hell gave you the permission to simply delete all the writing that I had spent time and effort doing?  Carry on deleting my work and I will carry on undoing yours.....With pleasure........""",1
1593,Live in Darkness. You guys are full of yourselfs And the importance in your own minds. ..Maybe Drunk with power?,1
1594,"Insult for MusikAnimal 
, you're a fucking shit, the reason that i'm insulting is because , fuck you Wikipedia.",1
1595,"Wikipedia:Featured list candidates/List of Connecticut Huskies bowl games/archive1 

Hello.  There has recently been a change in the WP:Featured list criteria based on an RfC on the talk page to simplify criteria 3b, which now reads:

 3(b) In length and/or topic, it meets all of the requirements for stand-alone lists.

Based on this change, would you be willing to revisit your oppose at Wikipedia:Featured list candidates/List of Connecticut Huskies bowl games/archive1 since it was based on the old version of the criteria?  Thanks. Grondemar",0
1596,"""

Pretty much what I said the first day this was posted. Now, I have neither a problem with the Cabal's decision nor in the Cabal's logic (as Deamon138 does). My concern is why a vote that basically said """"I don't know"""" means it stays at Burma. By the Cabal's conclusion...If the article had happened to be frozen at Myanmar before the mediation, and we had the same Cabal, it would now be a Myanmar article. I can see where the Myanmar side would be unhappy. However why should the Burma side agree to abide by the next decision? You can bet that with every panel of mediators that might side with Myanmar you will find at least as many panels that side with Burma. Husond is right, where does this end? When I first looked at this mess I said, and posted, that with the current evidence on both sides editors and mediators will NOT be able to reach a FAIR compromise that will appease both sides of this issue... no matter how much thought is put into it. There are good points for each argument. I'm in the Burma camp but that is how I see things. So I'm looking at 1) leave it where it is now, 2) split it into 2 identical articles, 3) some bizarre bot that switches it back and forth daily, 4) a new type of mediation that imho will not end this by any stretch of the imagination. Choice 4 just doesn't look that appealing.   """,0
1597,"""
Ok, ok... for all these peeping eyes I know I violated WP:PA and yes, I deserve the block, I got it. Thanks; but like I said, I'll live. See you around in a couple days.  (mailbox)""",0
1598,User talk:121.214.58.105 - (Contributions),0
1599,"""
Update  done with Suns (save for 2007-08 season which would be done in due time), more or less done with player profile... get ready to get chopped for """"off the court""""!   """,0
1600,"Seasons Greetings 
Jenna, my very best wishes for the festive season 50px stay safe and talk to you in 2009. talk",0
1601,Thanks. I think following your advice would be a wise decision at this time.,0
1602,"""
 I just did it, as this page was very little. It should have been redirected a long time ago, History of Firefox more information.  talk,  """,0
1603,"""

Your edit at Socialism may be true, but I doubt it would be accepted considering the way the edit was presented. Typically, controversial edits such as yours see more scrutiny when people use edit summaries such as """"this is the truth,"""" """"this is how it is,"""" etc opposed to giving a more buyable reason. In the future, it may be helpful to consider giving references to back up claims as this one.  (Messages) """,0
1604,. When the funeral comes I will be the only one their and I will only be their to piss on your grave.,1
1605,"""

Very informal language...

I feel surprised by the very informal language used in this article (""""..the plug was pulled.."""") and feel that the interpretation of events guiding 
the decision to dicontinue life support is hit and miss at best (""""..because noone wanted him to die during the championship.."""").
I think this should be mended by someone more in the know about what really happened and with a more objective outlook on these tragic events.

bert""",0
1606,"Cleanup

I did another big cleanup. Removed personal commentary and rumours and added citations. Rewrote a lot of it to make a more formal style and remove emotive language. This is my first attempt at doing this so I hope its ok. If so, how do I get the warnings etc off the page???",0
1607,Can you offer advice on how to get the kanji?,0
1608,Re From coupon to groupon - please don't post original essays or analysis to Wikipedia.  See WP:NOR.,0
1609,"You have no friends in real life, what makes you think anyone on the internet will like you?  Take the hint, you're an a-hole.",1
1610,"""

There are plenty of video game articles that need assistance in some form. What the admins are looking for is proof that you want to contribute constructively to the encyclopedia. Ranting about a block and not finding one article (out of millions) that needs some form of constructive editing isn't very helpful to your cause. If what you say regarding the squid is true, then here's what I'd suggest ... identify the episode number of the show that contained that information. Televisions programs can be considered reliable sources, if the show is factual in nature, such as a documentary or news program. Take that section of the squid article, which admittedly is rather short, and expand upon it, just as the admins suggested. Note the number of brains, with the source information. Locate other articles on the web showing how the intelligence of the squid has been tested, and add that. Write that section here in your talk page, making sure to use proper grammar, spelling, etc.  AU93 """,0
1611,"""

 Please stop your disruptive editing. If you continue to vandalize Wikipedia,  you will be blocked from editing.  - ✰✰ echo """,0
1612,The first THREE were rejected out of hand and the following half a dozen where similarly ditched. I could produce ANOTHER fukkin half a dozen but it that wouldn't matter to a pure PoS paid scumbag would it?,1
1613,I smell like octopus poo and wee,0
1614,"You did not ask for an answer. The article was promotional. Just because you don't work there doesn't mean it isn't promotional. If you want, I can restore the article to your userspace so you can work on it there, but in the state you created it, it was not suitable for main article space. ~",0
1615,"umm, its rock! 

I no that its sourced, but dont forget and here we go again are POP ROCK. not teen pop, yes it may be sourced but from what i see you go around changing all album genres. block me from wikipedia if you wish, but i now no that its not the right place to be when im looking for a genre of an album!!!!",0
1616,"I changed the date from 1965 to 1950. The reference is a Japanese site I can't read and the only other hits on Google all appear to be wikipedia mirrors. The date 1950 has at least been published, whereas I got nothing for 1965 on GoogleBooks. I was under the impression there were few bulls even over 55-57 ft in length by the mid-1960s, let alone 60+ feet. A better reference needs to be found for the length and date though.",0
1617,"Dora also caused 260 million dollars in damage. Remember, this is 1964 dollars.",0
1618,"And, many taxonomists classify T.durum as a subspecies of T.turgidum or T.aestivum. As a last straw, some modern T.aestivum selections are higher in protein than natural T.durum!",0
1619,"Religion and teenage pregnancy 

There is no mention of links between religion and teenage pregnancy in the article. It is a notable emission. There is plenty of studies and data on it.   (talk - contribs)",0
1620,"of Hunley). Neiln has ignored/dismissed every complaint I have made, and made no attempt whatsoever to see my POV",0
1621,"The lead is quite unbalanced, as it is supposed to be a brief summary and introduction to the main text, and yet 1/3 is about historical-cultural-religious aspects of circumcision, which only occupies a small portion of the article itself.  I agree that information in the lead should be in the article under the relevant section, perhaps as the opening paragraph, but given there are already articles for religious practices, it is unnecessary in the lead.  It could be reduced to one, or two short sentences that state that there have been and still are historical, cultural and religious practices that involve circumcision - but without going into detail.  This is a medical article, and the use of circumcision as an initiation ritual is a different subject to medical circumcision.  Only where medical circumcision has itself become part of cultural practice should there be a focus on that manifestation of circumcision as cultural practice.",0
1622,"I am not sure about the necessity, but it is an odd integer in Weierstrass' original paper, and this does at least make the proof of the properties of this function a lot easier.",0
1623,"I understand quite well how evolution is supposed to work.  I understand the capriciousness and contingencies in the workings of evolution.   It is the paragraph in question, especially the example in that paragraph, which distorts the workings of evolution.  The phrase “it need only increase at a rate of 0.005 cm per generation (= 50 cm/10,000)” easily gives the impression of progressive linear change.  The anthropocentric notions of directionality and purpose often (I assume inadvertently) find their way into the writings of specialists who attempt to explain various forms of Darwinian evolution.  From these I have often read how evolution “invents” various forms and functions.  Carl Sagan, in my opinion one of the worst offenders in these matters, injected anthropocentric notions on a massive scale so as to justify his idea of a million highly advanced technological civilizations in the Galaxy.  I read your paragraph as suffering from the same notions of directionality.",0
1624,"You know what? Don't offend other users , you are a jerk! I know you are correct, but you don't have to get so angry about it. 207.62.246.166",1
1625,"anti-Semitic crap

the whole article is an anti-Semitic conspiracy theory cherished by aryan-supremacist rightists!",1
1626,"""

 Please do not vandalize pages, as you did with this edit to List of rulers named Henry. If you continue to do so, you will be blocked from editing.    """,0
1627,Surely he should have been created Prince of Wales just after his grandfather died on 6 February 1952? (  ),0
1628,"""
Hello, firstly I don't consider this to be biting:
""""rv anon user's attempt to summarise a Labour MP's blog and insert unattributed """"most consider"""" statement""""
I referred to you as an anon user to distinguish you from Timrollpickering who had made the previous edit.
Secondly, I didn't approach you; you approached me. You reverted me twice. You referred to me as a """"conservative supporter trying to put a gloss on a terrible issue"""" and said """"the new person seems to be on a pro-tory edit spree"""". If you're going to call me names I'm entitled to ask who you are and it's natural that I should look at your edits. What I saw was a blatant violation of WP:NFT at Chorley and a blatant violation of WP:NPOV at Guerrilla warfare‎ and I naturally reverted. I haven't insulted you and I haven't tried to remove anything from article except what is unacceptable according to Wikipedia guidelines.  (T • C) """,0
1629,"Yeah. I concur - no one has ultimate control. And still, who would know more about a band than the lead singer? If you're worried about subjectivity, just watch out for it, and edit accordingly.",0
1630,Please note that Sorenaaryamanesh is involved in an editing war by removing unbiased primary source material intended to remove POV of article.,0
1631,"I am attending a 'career college' online (SJVC)... it certifies you first in the human resources administration and then you can opt to go further into your A.S. degree in Human Resources Administration. The school offers other types of vocations that include liberal arts for the degree program. I think it all depends now a days as to which 'college' you attend. In high school i was in an actual vocational training center, TCOVE.",0
1632,"With respect, you seem to be mistaking references found in some online media sources to usage in a whole country. Getting off the subject a little, but it does have some relevance, the NZ Herald routinely refers to NZ'ers of European descent as 'Pakeha', where as there are plenty who find this pejorative and insulating .. although this attitude is softening. Of course I would not include this in any article (and defintely not this one) without suitable reference lest it be deemed original research, I note it here as an example that the language of the media does not necessarily fully represent that of a country.
What is very important to note is the skewed statistics of quoting the number of 'hits' for rooster found in NZ media. Many of these hits will be refering to the Australian league club Sydney Roosters and not the poultry. Clearly rugby is of very considerable greater interest to the country's readership than poultry.
Just stating both 'Cockerel' and 'Rooster' are used is factual, whereas attempting to define relative usage is reliant on imprecise data, and data that is distorted towards an unrelated subject.
Also, I can see no value to the article in trying to rank relative usage when both 'Cockerel' or 'Rooster' are common.",0
1633,"""

 Unfair Accusation of Spamming? 

Moved from my talk page
Hello

I feel that my addition of external links to the Wikipedia pages """"Genesis creation narrative,"""" """"Ibbur,"""" and """"Gilgul"""" have been unfairly flagged for inappropriate activity. The external links added are primary source texts directly related to the Wikipedia page subject . They are not commercial or ideological. Please advise.

Thank you 
Jeangohile

I removed them because they linked to a blog and blogs are not considered reliable sources for Wikipedia, if you feel they are a special case you could discuss on the article talk pages. This link may be helpful links normally to be avoided All good wishes   

Ok I understand and thanks for responding. I still feel my external links provide important primary source texts that are not available online. Yes they are presented on a blog but there is no writing of my own presented. Please reconsider.
Best regards  — Preceding unsigned comment added by  (talk • contribs)  """,0
1634,"Welcome to Wikipedia!
Let me say that Im glad youre here but youre edits on USM story arcs are uncalled for. 111 is part of the death of a goblin.",0
1635,"""
Sorry for the late reply; if you are willing to say how this works (or direct me to a tutorial of some sort), that would be helpful, but I will by no means demand it. I just noticed you and one other user were creating the images, and wanted to take part in some way. I won't be able to do anything until tomorrow afternoon (CDT), though. Thank you for taking the time to respond.  (talk) """,0
